id	text	shape	model	no_model	effect	legend	sacrifice	blink	race1	race2	race3	derive	type	version	qlt	cost	atk	health	class1	class2	team	finity	skill_id	keyword	position	usephase	ATK_PRI	DEF_PRI	ComeINAi	AiTar1
420007	420007	420007	0	0	0	0	0	0	2	2	0	0	4	1	3	7	0	0	2002		420007	4	4200071	205	0	3	1	5	0	0
420008	420008	420008	0	0	0	0	0	0	2	0	0	0	4	1	2	4	0	0	2002		420008	4	4200081	206,205	0	3	1	5	0	0
420009	420009	420009	0	0	0	0	0	0	2	2	0	0	4	1	2	1	0	0	2002		420009	4	4200091	225	0	2	0	5	0	0
420010	420010	420010	0	0	0	0	0	0	2	2	0	0	4	1	3	5	0	0	2002		420010	4	4200101	225	0	2	0	5	0	0
420011	420011	420011	0	0	0	0	0	0	2	0	0	0	4	1	1	2	0	0	2002		420011	4	4200111	26,205	0	3	1	5	0	9
430000	430000	430000	0	0	0	0	0	0	3	0	0	0	4	1	1	3	0	0	2002		430000	4	4300001	205	0	3	1	5	0	1
430001	430001	430001	0	0	0	0	0	0	3	0	0	0	4	1	2	4	0	0	2002		430001	4	4300011	205	0	3	1	5	0	9
430002	430002	430002	0	0	0	0	0	0	3	0	0	0	4	1	1	1	0	0	2002		430002	4	4300021	205	0	3	1	5	0	1
430003	430003	430003	0	0	0	0	0	0	3	0	0	0	4	1	1	2	0	0	2002		430003	4	4300031	30,205	0	3	5	5	0	4
430004	430004	430004	0	0	0	0	0	0	3	0	0	0	4	1	1	3	0	0	2002		430004	4	4300041	205	0	3	1	5	0	9
430005	430005	430005	0	0	0	0	0	0	3	0	0	0	4	1	2	1	0	0	2002		430005	4	4300051	229,206	0	3	1	5	0	7
440000	440000	440000	0	0	0	0	0	0	4	0	0	0	4	1	1	1	0	0	2002		440000	4	4400001	205	0	3	2	7	0	1
440001	440001	440001	0	0	0	0	0	0	4	0	0	0	4	1	1	2	0	0	2002		440001	4	4400011	12,205	0	3	2	6	0	4
440002	440002	440002	0	0	0	0	0	0	4	0	0	0	4	1	1	2	0	0	2002		440002	4	4400021	205	0	3	2	7	0	8
440003	440003	440003	0	0	0	0	0	0	4	0	0	0	4	1	1	1	0	0	2002		440003	4	4400031	205	0	3	5	2	0	0
440004	440004	440004	0	0	0	0	0	0	4	0	0	0	4	1	2	2	0	0	2002		440004	4	4400041	205	0	3	1	3	0	0
440005	440005	440005	0	0	0	0	0	0	4	0	0	0	4	1	1	3	0	0	2002		440005	4	4400051	205	0	3	2	4	0	4
440006	440006	440006	0	0	0	0	0	0	4	0	0	0	4	1	1	3	0	0	2002		440006	4	4400061	205	0	3	2	4	0	4
450000	450000	450000	0	0	0	0	0	0	5	0	0	0	4	1	1	3	0	0	2002		450000	4	4500001	205	0	3	1	5	0	2
450001	450001	450001	0	0	0	0	0	0	5	0	0	0	4	1	1	1	0	0	2002		450001	4	4500011	205	0	3	1	3	0	5
450002	450002	450002	0	0	0	0	0	0	5	0	0	0	4	1	1	1	0	0	2002		450002	4	4500021	205	0	3	5	0	0	4
450003	450003	450003	0	0	0	0	0	0	5	5	0	0	4	1	1	5	0	0	2002		450003	4	4500031	205	0	3	1	3	0	7
450004	450004	450004	0	0	0	0	0	0	5	0	0	0	4	1	2	3	0	0	2002		450004	4	4500041	24,18	0	3	1	4	0	4
450005	450005	450005	0	0	0	0	0	0	5	5	0	0	4	1	3	6	0	0	2002		450005	4	4500051	205	0	3	1	4	0	4
